abbrev	abstractCompound	charge	creationDate	deltaG	deltaGErr	formula	id	mass	modificationDate	name	owner	pKa	pKb	public	scope	stringcode	structuralCues
Chenodeoxyglycocholoyl-CoA		-3	1280902234	-825.23	8.06449	C45H71N7O19P3S	cpd03242	1138	1280902234	Chenodeoxyglycocholoyl-CoA	master	1.46:64|2.01:52|2.62:48|6.72:65|12.78:41	3.94:74|-3.48:71|-3.77:41|-9.18:70	1		CH2(CH2(C(OS(CH2(CH2(NH(C(OCH2(CH2(NH(C(OCH(OHC(CH3CH3CH2(O(P(OHOO(P(OHOO(CH2(CH(CH(O(P(OHOHO))CH(OHCH(N(CH(N(C(C(N(CH(N(C(NH2){35})))){43})<35>)))<43>O{17}))))<17>))))))))))))))))))))CH(CH3CH(CH2(CH2(CH(CH(CH(CH2(CH2(C(CH3){18,19}))C(CH3CH2(CH2(CH(OHCH2(CH(CH2(CH(OH){23})){31})))))<31>))<23>)<18>)))<19>))	TWWCHW:4|TWWCWW:2|RWCH2W:8|RWCHWW:7|WCH3:5|PrimOH:4|WWCHW:2|WCH2W:8|WketoneW:3|WWCWW:1|WPO4nW:1|mid_phos:1|RWOW:1|prim_phos:1|RWWNW:1|TWWCdblW:2|RWCHdblW:2|RWdblNW:3|RWCdblWW:1|WNH2:1|WSW:1|smide:1|amide:2|WNHW:2|Origin:1|HeteroAromatic:2
Chenodeoxyglycocholate		-1	1280902234	-156.73	7.17299	C26H42NO5	cpd03243	448	1280902234	Chenodeoxyglycocholate	master	3.27:31|15.79:27|18.30:26	-0.54:14|-1.43:26|-4.09:27	1		CH2(CH2(CH(CH(CH3CH2(CH2(C(ONH(CH2(C(OHO)))))))C(CH3CH2(CH2(CH(CH(CH{1,16}CH(OHCH2(CH(CH2(CH(OHCH2(CH2(C(CH3){10,11})))))<10>))))<11>)))<16>)))<1>	TWWCHW:4|TWWCWW:2|RWCH2W:8|RWCHWW:3|WCH3:3|PrimOH:2|WWCHW:1|WCH2W:3|WketoneW:1|WCOOn:1|amide:1|WNHW:1|Origin:1
Taurodeoxycholate		-1	1280902234	-195.763	7.21368	C26H44NO6S	cpd03244	498	1280902234	Taurodeoxycholate	master	-1.02:32|15.43:27|18.30:26	-0.04:15|-0.54:27|-1.57:26	1		CH2(CH2(CH(CH(CH3CH2(CH2(C(ONH(CH2(CH2(S(OHOO))))))))C(CH3CH(CH(CH2(CH2(CH(CH2(CH(OHCH2(CH2(C(CH3CH(CH2(CH(OH){16})){11}){10})))))<10>)))<11>){1})<16>)))<1>	TWWCHW:4|TWWCWW:2|RWCH2W:8|RWCHWW:3|WCH3:3|WWCHW:1|PrimOH:2|WCH2W:4|WketoneW:1|WSO3:1|amide:1|WNHW:1|Origin:1
Glycodeoxycholate		-1	1280902234	-156.73	7.17299	C26H42NO5	cpd03245	448	1280902234	Glycodeoxycholate	master	3.27:31|15.84:27|18.30:26	-0.35:15|-1.40:26|-4.09:27	1		CH2(CH2(CH(CH(CH3CH2(CH2(C(ONH(CH2(C(OHO)))))))C(CH3CH(CH(CH2(CH2(CH(CH2(CH(OHCH2(CH2(C(CH3CH(CH2(CH(OH){16})){11}){10})))))<10>)))<11>){1})<16>)))<1>	TWWCHW:4|TWWCWW:2|RWCH2W:8|RWCHWW:3|WCH3:3|WWCHW:1|PrimOH:2|WCH2W:3|WketoneW:1|WCOOn:1|amide:1|WNHW:1|Origin:1
Taurochenodeoxycholate		-1	1280902234	-195.763	7.21368	C26H44NO6S	cpd03246	498	1280902234	Taurochenodeoxycholate	master	-1.06:32|15.39:27|18.30:26	-0.12:27|-0.61:14|-1.59:26	1		CH2(CH2(CH(CH(CH3CH2(CH2(C(ONH(CH2(CH2(S(OHOO))))))))C(CH3CH2(CH2(CH(CH(CH{1,16}CH(OHCH2(CH(CH2(CH(OHCH2(CH2(C(CH3){10,11})))))<10>))))<11>)))<16>)))<1>	TWWCHW:4|TWWCWW:2|RWCH2W:8|RWCHWW:3|WCH3:3|PrimOH:2|WWCHW:1|WCH2W:4|WketoneW:1|WSO3:1|amide:1|WNHW:1|Origin:1
Glycochenodeoxycholate		-1	1280902234	-156.73	7.17299	C26H42NO5	cpd03247	448	1280902234	Glycochenodeoxycholate	master	3.27:31|15.79:27|18.30:26	-0.54:14|-1.43:26|-4.09:27	1		CH2(CH2(CH(CH(CH3CH2(CH2(C(ONH(CH2(C(OHO)))))))C(CH3CH2(CH2(CH(CH(CH{1,16}CH(OHCH2(CH(CH2(CH(OHCH2(CH2(C(CH3){10,11})))))<10>))))<11>)))<16>)))<1>	TWWCHW:4|TWWCWW:2|RWCH2W:8|RWCHWW:3|WCH3:3|PrimOH:2|WWCHW:1|WCH2W:3|WketoneW:1|WCOOn:1|amide:1|WNHW:1|Origin:1
3alpha,7alpha,12alpha-Trihydroxy-5beta-24-oxocholestanoyl-CoA		-3	1280902234	-892.04	8.08938	C48H75N7O21P3S	cpd03248	1210	1280902234	3alpha,7alpha,12alpha-Trihydroxy-5beta-24-oxocholestanoyl-CoA	master	1.46:69|2.01:57|2.62:53|6.72:70|12.43:28	3.94:79|-3.48:76|-9.18:75	1		CH2(CH2(C(OCH(CH3C(OS(CH2(CH2(NH(C(OCH2(CH2(NH(C(OCH(OHC(CH3CH3CH2(O(P(OHOO(P(OHOO(CH2(CH(CH(O(P(OHOHO))CH(OHCH(N(CH(N(C(C(N(CH(N(C(NH2){36})))){45})<36>)))<45>O{16}))))<16>))))))))))))))))))))))CH(CH3CH(CH2(CH2(CH(CH(CH(CH2(CH(OHC(CH3){17,18}))C(CH3CH2(CH2(CH(OHCH2(CH(CH2(CH(OH){22})){32})))))<32>))<22>)<17>)))<18>))	TWWCHW:4|RWCHWW:8|TWWCWW:2|RWCH2W:7|PrimOH:5|WCH3:6|WWCHW:3|WCH2W:8|WketoneW:4|WWCWW:1|WPO4nW:1|mid_phos:1|RWOW:1|prim_phos:1|RWWNW:1|TWWCdblW:2|RWCHdblW:2|RWdblNW:3|RWCdblWW:1|WNH2:1|WSW:1|smide:1|amide:2|WNHW:2|Origin:1|HeteroAromatic:2
5beta-Cyprinolsulfate		-1	1280902234	-270.45	7.16265	C27H47O8S	cpd03249	531	1280902234	5beta-Cyprinolsulfate	master	-1.78:34|15.41:32|18.30:26	-0.14:19|-0.68:10|-1.25:26|-2.62:32	1		CH2(CH2(CH(CH(CH3CH2(CH2(CH2(CH(CH2(OH)CH2(O(S(OHOO))))))))C(CH3CH(CH(CH(CH2(CH(OH){16})C(CH3CH2(CH2(CH(OHCH2(CH(CH2(CH(OH){11})){17})))))<17>))<11>){1})<16>)))<1>	TWWCHW:4|RWCHWW:4|TWWCWW:2|RWCH2W:7|PrimOH:4|WCH3:3|WWCHW:2|WCH2W:5|WSO4:1|Origin:1
4,5beta-Dihydrocortisone		0	1280902234	-142.05	7.14186	C21H30O5	cpd03250	362	1280902234	4,5beta-Dihydrocortisone	master	12.75:15|14.09:24|17.92:8	-3.23:24|-3.77:15|-7.08:26|-7.66:19|-8.62:21	1		CH2(CH2(C(OHC(OCH2(OH))C(CH3CH2(C(OCH(CH(CH2(CH2(CH(CH2(C(OCH2(CH2(C(CH3){10,12})))))<10>))CH{1,13}))<12>)))<13>)))<1>	TWWCHW:4|TWWCWW:2|RWCH2W:8|RWWCWW:1|WCH3:2|RWWCdblO:2|WketoneW:1|PrimOH:2|WCH2W:1|Origin:1
Urocortisone		0	1280902234	-148.61	7.13277	C21H32O5	cpd03251	364	1280902234	Urocortisone	master	12.75:15|14.09:24|17.93:8|18.30:26	-1.36:26|-3.23:24|-3.77:15|-7.41:19|-8.59:21	1		CH2(CH2(C(OHC(OCH2(OH))C(CH3CH2(C(OCH(CH(CH2(CH2(CH(CH2(CH(OHCH2(CH2(C(CH3){10,12})))))<10>))CH{1,14}))<12>)))<14>)))<1>	TWWCHW:4|TWWCWW:2|RWCH2W:8|RWWCWW:1|WCH3:2|RWWCdblO:1|WketoneW:1|PrimOH:3|WCH2W:1|RWCHWW:1|Origin:1
5beta-Pregnane-11beta,17alpha,21-triol-3,20-dione		0	1280902234	-148.61	7.13277	C21H32O5	cpd03252	364	1280902234	5beta-Pregnane-11beta,17alpha,21-triol-3,20-dione	master	12.76:15|14.04:24|14.96:19|19.55:23	-2.84:19|-3.23:24|-3.77:15|-7.33:26|-8.58:21	1		CH2(CH2(C(OHC(OCH2(OH))C(CH3CH2(CH(OHCH(CH(CH2(CH2(CH(CH2(C(OCH2(CH2(C(CH3){10,12})))))<10>))CH{1,14}))<12>)))<14>)))<1>	TWWCHW:4|TWWCWW:2|RWCH2W:8|RWWCWW:1|WCH3:2|RWCHWW:1|WketoneW:1|PrimOH:3|WCH2W:1|RWWCdblO:1|Origin:1
Urocortisol		0	1280902234	-155.17	7.14439	C21H34O5	cpd03253	366	1280902234	Urocortisol	master	12.76:15|14.04:24|14.96:19|18.30:26	-1.36:26|-2.84:19|-3.23:24|-3.77:15|-8.56:21	1		CH2(CH2(C(OHC(OCH2(OH))C(CH3CH2(CH(OHCH(CH(CH2(CH2(CH(CH2(CH(OHCH2(CH2(C(CH3){10,12})))))<10>))CH{1,15}))<12>)))<15>)))<1>	TWWCHW:4|TWWCWW:2|RWCH2W:8|RWWCWW:1|WCH3:2|RWCHWW:2|WketoneW:1|PrimOH:4|WCH2W:1|Origin:1
11beta,21-Dihydroxy-3,20-oxo-5beta-pregnan-18-al		0	1280902234	-136.19	7.12404	C21H30O5	cpd03254	362	1280902234	11beta,21-Dihydroxy-3,20-oxo-5beta-pregnan-18-al	master	14.00:19|14.94:16|16.82:3|19.65:24	-2.85:16|-3.21:19|-6.88:11|-7.46:26|-8.14:15	1		CH2(CH2(CH(C(OCH2(OH))C(CH(O)CH2(CH(OHCH(CH(CH2(CH2(CH(CH2(C(OCH2(CH2(C(CH3){10,12})))))<10>))CH{1,15}))<12>)))<15>)))<1>	TWWCWW:2|TWWCHW:4|RWCHWW:2|RWCH2W:8|WCHdblO:1|WketoneW:1|WCH2W:1|PrimOH:2|WCH3:1|RWWCdblO:1|Origin:1
3alpha,11beta,21-Trihydroxy-20-oxo-5beta-pregnan-18-al		0	1280902234	-142.75	7.13998	C21H32O5	cpd03255	364	1280902234	3alpha,11beta,21-Trihydroxy-20-oxo-5beta-pregnan-18-al	master	14.00:19|14.94:16|16.82:3|18.30:26	-1.36:26|-2.85:16|-3.21:19|-7.06:11|-8.07:15	1		CH2(CH2(CH(C(OCH2(OH))C(CH(O)CH2(CH(OHCH(CH(CH2(CH2(CH(CH2(CH(OHCH2(CH2(C(CH3){10,12})))))<10>))CH{1,16}))<12>)))<16>)))<1>	TWWCWW:2|TWWCHW:4|RWCHWW:3|RWCH2W:8|WCHdblO:1|WketoneW:1|WCH2W:1|PrimOH:3|WCH3:1|Origin:1
5beta-Pregnane-11beta,21-diol-3,20-dione		0	1280902234	-109.44	7.12465	C21H32O4	cpd03256	348	1280902234	5beta-Pregnane-11beta,21-diol-3,20-dione	master	14.06:25	-0.29:11|-3.21:25|-7.26:22|-8.05:24	1		CH2(CH2(CH(C(OCH2(OH))C(CH3CH2(CH(OHCH(CH(CH2(CH2(CH(CH2(C(OCH2(CH2(C(CH3){10,12})))))<10>))CH{1,15}))<12>)))<15>)))<1>	TWWCHW:4|TWWCWW:2|RWCHWW:2|RWCH2W:8|WCH3:2|PrimOH:2|RWWCdblO:1|WketoneW:1|WCH2W:1|Origin:1
Tetrahydrocorticosterone		0	1280902234	-116	7.14059	C21H34O4	cpd03257	350	1280902234	Tetrahydrocorticosterone	master	14.06:25|18.30:22	-0.25:11|-1.39:22|-3.21:25|-7.95:24	1		CH2(CH2(CH(C(OCH2(OH))C(CH3CH2(CH(OHCH(CH(CH2(CH2(CH(CH2(CH(OHCH2(CH2(C(CH3){10,12})))))<10>))CH{1,16}))<12>)))<16>)))<1>	TWWCHW:4|TWWCWW:2|RWCHWW:3|RWCH2W:8|WCH3:2|PrimOH:3|WketoneW:1|WCH2W:1|Origin:1
21-Hydroxy-5beta-pregnane-3,11,20-trione		0	1280902234	-102.88	7.12944	C21H30O4	cpd03258	346	1280902234	21-Hydroxy-5beta-pregnane-3,11,20-trione	master	14.06:25|19.44:16	-3.21:25|-7.04:22|-7.56:11|-8.15:24	1		CH2(CH2(CH(C(OCH2(OH))C(CH3CH2(C(OCH(CH(CH2(CH2(CH(CH2(C(OCH2(CH2(C(CH3){10,12})))))<10>))CH{1,14}))<12>)))<14>)))<1>	TWWCHW:4|TWWCWW:2|RWWCdblO:2|RWCH2W:8|WCH3:2|RWCHWW:1|WketoneW:1|WCH2W:1|PrimOH:1|Origin:1
5beta-Pregnane-3alpha,21-diol-11,20-dione		0	1280902234	-109.44	7.12465	C21H32O4	cpd03259	348	1280902234	5beta-Pregnane-3alpha,21-diol-11,20-dione	master	14.06:25|18.30:22|19.51:10	-1.36:22|-3.21:25|-7.32:11|-8.07:24	1		CH2(CH2(CH(C(OCH2(OH))C(CH3CH2(C(OCH(CH(CH2(CH2(CH(CH2(CH(OHCH2(CH2(C(CH3){10,12})))))<10>))CH{1,15}))<12>)))<15>)))<1>	TWWCHW:4|TWWCWW:2|RWWCdblO:1|RWCH2W:8|WCH3:2|RWCHWW:2|WketoneW:1|PrimOH:2|WCH2W:1|Origin:1
5beta-Pregnane-3,20-dione		0	1280902234	-33.37	7.18652	C21H32O2	cpd03260	316	1280902234	5beta-Pregnane-3,20-dione	master	19.34:22	-7.05:21|-7.66:23	1		CH2(CH2(CH(C(OCH3)C(CH3CH2(CH2(CH(CH(CH2(CH2(CH(CH2(C(OCH2(CH2(C(CH3){11,13})))))<11>))CH{1,15}))<13>)))<15>)))<1>	TWWCHW:4|TWWCWW:2|RWCH2W:9|WCH3:3|RWCHWW:1|RWWCdblO:1|WketoneW:1|Origin:1
3alpha-Hydroxy-5beta-pregnane-20-one		0	1280902234	-39.93	7.19143	C21H34O2	cpd03261	318	1280902234	3alpha-Hydroxy-5beta-pregnane-20-one	master	18.30:21|19.40:22	-1.36:21|-7.36:23	1		CH2(CH2(CH(C(OCH3)C(CH3CH2(CH2(CH(CH(CH2(CH2(CH(CH2(CH(OHCH2(CH2(C(CH3){11,13})))))<11>))CH{1,16}))<13>)))<16>)))<1>	TWWCHW:4|TWWCWW:2|RWCH2W:9|WCH3:3|RWCHWW:2|WketoneW:1|PrimOH:1|Origin:1
Cortolone		0	1280902234	-156.63	7.13993	C21H34O5	cpd03262	366	1280902234	Cortolone	master	13.20:15|14.41:21|15.74:24|17.79:8|18.30:26	-1.36:26|-2.90:24|-3.45:15|-3.45:21|-7.44:19	1		CH2(CH2(C(OHCH(OHCH2(OH))C(CH3CH2(C(OCH(CH(CH2(CH2(CH(CH2(CH(OHCH2(CH2(C(CH3){10,12})))))<10>))CH{1,14}))<12>)))<14>)))<1>	TWWCHW:4|TWWCWW:2|RWCH2W:8|RWWCWW:1|WCH3:2|RWWCdblO:1|WWCHW:1|PrimOH:4|WCH2W:1|RWCHWW:1|Origin:1
Cortol		0	1280902234	-163.19	7.15375	C21H36O5	cpd03263	368	1280902234	Cortol	master	13.20:15|14.30:21|14.96:19|15.80:24|18.30:26	-1.36:26|-2.84:19|-2.90:24|-3.44:15|-3.45:21	1		CH2(CH2(C(OHCH(OHCH2(OH))C(CH3CH2(CH(OHCH(CH(CH2(CH2(CH(CH2(CH(OHCH2(CH2(C(CH3){10,12})))))<10>))CH{1,15}))<12>)))<15>)))<1>	TWWCHW:4|TWWCWW:2|RWCH2W:8|RWWCWW:1|WCH3:2|RWCHWW:2|WWCHW:1|PrimOH:5|WCH2W:1|Origin:1
3alpha,20alpha,21-Trihydroxy-5beta-pregnane-11-one		0	1280902234	-117.46	7.12959	C21H34O4	cpd03264	350	1280902234	3alpha,20alpha,21-Trihydroxy-5beta-pregnane-11-one	master	14.21:24|15.75:25|18.30:22	-1.36:22|-2.88:25|-3.09:24|-7.44:11	1		CH2(CH2(CH(CH(OHCH2(OH))C(CH3CH2(C(OCH(CH(CH2(CH2(CH(CH2(CH(OHCH2(CH2(C(CH3){10,12})))))<10>))CH{1,15}))<12>)))<15>)))<1>	TWWCHW:4|TWWCWW:2|RWWCdblO:1|RWCH2W:8|WCH3:2|RWCHWW:2|WWCHW:1|PrimOH:3|WCH2W:1|Origin:1
Diol		0	1280902234	-47.95	7.19411	C21H36O2	cpd03265	320	1280902234	Diol	master	18.30:23|19.00:20	-0.87:20|-1.53:23	1		CH2(CH2(CH(CH(OHCH3)C(CH3CH2(CH2(CH(CH(CH2(CH2(CH(CH2(CH(OHCH2(CH2(C(CH3){11,13})))))<11>))CH{1,16}))<13>)))<16>)))<1>	RWCH2W:9|RWCHWW:2|TWWCHW:4|TWWCWW:2|WWCHW:1|WCH3:3|PrimOH:2|Origin:1
21-Hydroxypregnenolone		0	1280902234	-56.78	6.87803	C21H32O3	cpd03266	332	1280902234	21-Hydroxypregnenolone	master	14.06:22|18.20:24	-1.40:24|-3.21:22|-7.95:19	1		CH2(CH2(CH(C(OCH2(OH))C(CH3CH2(CH2(CH(CH(CH2(CH(C(CH2(CH(OHCH2(CH2(C(CH3){11,17})))))<17>))CH{1,14}))<11>)))<14>)))<1>	TWWCHW:3|TWWCWW:2|RWCH2W:8|RWCHWW:2|WCH3:2|RWCHdblW:1|WketoneW:1|TWWCdblW:1|WCH2W:1|PrimOH:2|Origin:1
17alpha,21-Dihydroxypregnenolone		0	1280902234	-95.95	6.88644	C21H32O4	cpd03267	348	1280902234	17alpha,21-Dihydroxypregnenolone	master	12.76:15|14.10:23|18.20:25	-1.40:25|-3.23:23|-3.77:15|-8.56:20	1		CH2(CH2(C(OHC(OCH2(OH))C(CH3CH2(CH2(CH(CH(CH2(CH(C(CH2(CH(OHCH2(CH2(C(CH3){11,17})))))<17>))CH{1,13}))<11>)))<13>)))<1>	TWWCHW:3|TWWCWW:2|RWCH2W:8|RWWCWW:1|WCH3:2|RWCHdblW:1|WketoneW:1|PrimOH:3|TWWCdblW:1|WCH2W:1|RWCHWW:1|Origin:1
Cortodoxone		0	1280902234	-90.94	6.88766	C21H30O4	cpd03268	346	1280902234	Cortodoxone	master	12.76:15|14.10:23|19.87:22	-3.23:23|-3.77:15|-4.82:25|-8.56:20	1		CH2(CH2(C(OHC(OCH2(OH))C(CH3CH2(CH2(CH(CH(CH2(CH2(C(C(CH3CH2(CH2(C(OCH{16})))){11})<16>))CH{1,12}))<11>)))<12>)))<1>	TWWCHW:3|TWWCWW:2|RWCH2W:8|RWWCWW:1|WCH3:2|WketoneW:1|PrimOH:2|TWWCdblW:1|WCH2W:1|RWCHdblW:1|RWWCdblO:1|Origin:1|OCCC:1
11beta,17alpha,21-Trihydroxypregnenolone		0	1280902234	-135.79	6.83806	C21H32O5	cpd03269	364	1280902234	11beta,17alpha,21-Trihydroxypregnenolone	master	12.76:15|14.03:24|14.96:19|18.20:26	-1.40:26|-2.85:19|-3.23:24|-3.77:15|-8.56:21	1		CH2(CH2(C(OHC(OCH2(OH))C(CH3CH2(CH(OHCH(CH(CH2(CH(C(CH2(CH(OHCH2(CH2(C(CH3){10,17})))))<17>))CH{1,13}))<10>)))<13>)))<1>	TWWCHW:3|TWWCWW:2|RWCH2W:7|RWWCWW:1|WCH3:2|RWCHWW:2|RWCHdblW:1|WketoneW:1|PrimOH:4|TWWCdblW:1|WCH2W:1|Origin:1
11-Dehydrocorticosterone		0	1280902234	-85.05	6.82665	C21H28O4	cpd03270	344	1280902234	11-Dehydrocorticosterone	master	14.06:25|19.40:16	-3.21:25|-4.87:22|-7.42:11|-8.10:24	1		CH2(CH2(CH(C(OCH2(OH))C(CH3CH2(C(OCH(CH(CH2(CH2(C(C(CH3CH2(CH2(C(OCH{15})))){10})<15>))CH{1,12}))<10>)))<12>)))<1>	TWWCHW:3|TWWCWW:2|RWWCdblO:2|RWCH2W:7|TWWCdblW:1|WCH3:2|RWCHdblW:1|RWCHWW:1|WketoneW:1|WCH2W:1|PrimOH:1|Origin:1|OCCC:1
21-Deoxycortisol		0	1280902234	-94.55	6.82811	C21H30O4	cpd03271	346	1280902234	21-Deoxycortisol	master	12.84:19|14.90:17|17.60:22|19.52:21	-2.85:17|-3.74:19|-4.84:25|-7.96:23	1		CH2(CH2(C(OHC(OCH3)C(CH3CH2(CH(OHCH(CH(CH2(CH2(C(C(CH3CH2(CH2(C(OCH{16})))){10})<16>))CH{1,12}))<10>)))<12>)))<1>	TWWCHW:3|RWCH2W:7|TWWCWW:2|RWCHWW:1|RWWCWW:1|WCH3:3|TWWCdblW:1|PrimOH:2|WketoneW:1|RWCHdblW:1|RWWCdblO:1|Origin:1|OCCC:1
11beta-Hydroxyprogesterone		0	1280902234	-55.38	6.82195	C21H30O3	cpd03272	330	1280902234	11beta-Hydroxyprogesterone	master	19.32:23	-0.26:11|-4.85:22|-7.36:24	1		CH2(CH2(CH(C(OCH3)C(CH3CH2(CH(OHCH(CH(CH2(CH2(C(C(CH3CH2(CH2(C(OCH{16})))){10})<16>))CH{1,13}))<10>)))<13>)))<1>	TWWCHW:3|TWWCWW:2|RWCHWW:2|RWCH2W:7|TWWCdblW:1|WCH3:3|PrimOH:1|RWCHdblW:1|RWWCdblO:1|WketoneW:1|Origin:1|OCCC:1
17alpha,20alpha-Dihydroxycholesterol		0	1280902234	-63.06	6.91477	C27H46O3	cpd03273	418	1280902234	17alpha,20alpha-Dihydroxycholesterol	master	13.30:12|14.76:17|18.20:24	-1.40:24|-3.26:17|-3.49:12	1		CH2(CH2(C(OHC(OHCH3CH2(CH2(CH2(CH(CH3CH3)))))C(CH3CH2(CH2(CH(CH(CH2(CH(C(CH2(CH(OHCH2(CH2(C(CH3){11,17})))))<17>))CH{1,13}))<11>)))<13>)))<1>	TWWCHW:3|TWWCWW:2|RWCH2W:8|RWWCWW:1|WCH3:5|WWCWW:1|PrimOH:3|RWCHdblW:1|TWWCdblW:1|RWCHWW:1|WCH2W:3|WWCHW:1|Origin:1
20alpha-Hydroxycholesterol		0	1280902234	-23.89	6.90639	C27H46O2	cpd03274	402	1280902234	20alpha-Hydroxycholesterol	master	18.20:26	-0.26:20|-1.43:26	1		CH2(CH2(CH(C(OHCH3CH2(CH2(CH2(CH(CH3CH3)))))C(CH3CH2(CH2(CH(CH(CH2(CH(C(CH2(CH(OHCH2(CH2(C(CH3){11,17})))))<17>))CH{1,14}))<11>)))<14>)))<1>	TWWCHW:3|TWWCWW:2|RWCH2W:8|RWCHWW:2|WCH3:5|RWCHdblW:1|WWCWW:1|TWWCdblW:1|WCH2W:3|PrimOH:2|WWCHW:1|Origin:1
20alpha,22beta-Dihydroxycholesterol		0	1280902234	-61.93	6.91443	C27H46O3	cpd03275	418	1280902234	20alpha,22beta-Dihydroxycholesterol	master	13.71:29|15.05:30|18.20:25	-1.40:25|-3.20:30|-3.26:29	1		CH2(CH2(CH(C(OHCH3CH(OHCH2(CH2(CH(CH3CH3)))))C(CH3CH2(CH2(CH(CH(CH2(CH(C(CH2(CH(OHCH2(CH2(C(CH3){11,17})))))<17>))CH{1,14}))<11>)))<14>)))<1>	TWWCHW:3|TWWCWW:2|RWCH2W:8|RWCHWW:2|WCH3:5|RWCHdblW:1|WWCWW:1|TWWCdblW:1|WWCHW:2|WCH2W:2|PrimOH:3|Origin:1
22beta-Hydroxycholesterol		0	1280902234	-22.47	6.91073	C27H46O2	cpd03276	402	1280902234	22beta-Hydroxycholesterol	master	18.20:25|19.48:24	-0.73:24|-1.50:25	1		CH2(CH2(CH(CH(CH3CH(OHCH2(CH2(CH(CH3CH3)))))C(CH3CH2(CH2(CH(CH(CH2(CH(C(CH2(CH(OHCH2(CH2(C(CH3){11,17})))))<17>))CH{1,14}))<11>)))<14>)))<1>	TWWCHW:3|RWCH2W:8|TWWCWW:2|RWCHdblW:1|RWCHWW:2|WCH3:5|TWWCdblW:1|WWCHW:3|WCH2W:2|PrimOH:2|Origin:1
Estradiol-17beta 3-glucuronide		-1	1280902234	-225.24	4.64004	C24H31O8	cpd03277	447	1280902234	Estradiol-17beta 3-glucuronide	master	3.30:31|12.67:26|13.62:30|14.96:29|19.38:18	-0.88:18|-3.52:29|-3.54:30|-3.74:26|-4.38:22|-8.39:20	1		CH2(CH2(CH(OHC(CH3CH2(CH2(CH(CH(CH2(CH2(C(CH(C(CH(CH(C{9,20}))O(CH(CH(OHCH(OHCH(OHCH(C(OHO)O{10})))))<10>))))<20>))CH{1,16}))<9>)))<16>)))<1>	TWWCHW:3|RWCH2W:6|BTWWCdblW:2|TWWCWW:1|BWCHdblW:3|RWCHWW:6|WCH3:1|PrimOH:4|BWWCdblW:1|WOW:1|RWOW:1|WCOOn:1|Origin:1
16-Glucuronide-estriol		-1	1280902234	-265.08	4.64847	C24H31O9	cpd03278	463	1280902234	16-Glucuronide-estriol	master	3.46:32|10.32:27|12.65:26|13.45:31|14.03:14|14.99:30	-3.30:14|-3.52:30|-3.54:31|-3.74:26|-3.86:15|-5.45:27	1		CH2(CH(CH(CH2(CH2(C(CH(C(OHCH(CH(C(CH(CH2(CH2(C(CH3CH(OHCH(O(CH(CH(OHCH(OHCH(OHCH(C(OHO)O{10})))))<10>)){1})){6}))){8}){20})))))<20>)))<8>)<6>)<1>	TWWCHW:3|TWWCWW:1|RWCH2W:5|RWCHWW:7|WCH3:1|BTWWCdblW:2|PrimOH:5|WOW:1|BWCHdblW:3|RWOW:1|BWWCdblW:1|WCOOn:1|Origin:1
din		0	1280902234	-61.24	2.68998	C10H12N4O4	cpd03279	252	1280902234	Deoxyinosine	master	8.93:14|14.10:17|14.94:18	3.02:9|-2.76:6|-2.90:18|-3.14:17|-4.44:7|-5.14:14	1		CH2(CH(N(CH(N(C(C(N(CH(NH(C(O){7})))){11})<7>)))<11>O(CH(CH2(OH)CH(OH){1}))))<1>	RWWNW:1|TWWCdblW:2|RWCHWW:3|RWCHdblW:2|RWdblNW:2|RWOW:1|RWCH2W:1|RWWCdblO:1|WCH2W:1|PrimOH:2|amide:1|RWNHW:1|Origin:1|OCCC:1|CCNC:1|HeteroAromatic:1
5-Ureido-4-imidazole carboxylate		-1	1280902234	-88.85	1.51548	C5H5N4O3	cpd03280	169	1280902234	5-Ureido-4-imidazole carboxylate	master	1.63:7|12.10:3|16.08:12|18.03:9	5.20:4|-0.25:9|-1.43:12	1		CH(NH(C(NH(C(ONH2))C(C(OHO)N{1}))))<1>	RWCdblWW:2|RWNHW:1|RWdblNW:1|RWCHdblW:1|WCOOn:1|WketoneW:1|amide:2|WNHW:1|WNH2:1|Origin:1|OCCC:1|HeteroAromatic:1
5-Amino-4-imidazole carboxylate		0	1280902234	-42.15	1.50634	C4H5N3O2	cpd03281	127	1280902234	5-Amino-4-imidazole carboxylate	master	2.12:7|14.70:3	7.49:4|-3.26:9	1		CH(NH(C(NH2C(C(OHO)N{1}))))<1>	RWCdblWW:2|RWNHW:1|RWdblNHpW:1|RWCHdblW:1|WCOOn:1|WNH2:1|Origin:1|OCCC:1|HeteroAromatic:1
thr-LA		0	1280902234	-124.34	0.414886	C4H9NO3	cpd03282	119	1280902234	L-Allothreonine	master	2.21:1|15.05:8	9.00:7|-2.87:8	1		CH(NH2CH(OHCH3)C(OHO))	WCOOn:1|WWCHW:2|WCH3:1|WNH3:1|PrimOH:1|Origin:1
2-Amino-3-oxoadipate		-1	1280902234	-192.53	0.417546	C6H8NO5	cpd03283	174	1280902234	2-Amino-3-oxoadipate	master	1.58:10|4.04:8|17.77:2	7.24:11|-8.17:12	1		(C(OCH(NH2C(OHO)))CH2(CH2(C(OHO))))	WCOOn:2|WWCHW:1|WketoneW:1|WCH2W:2|WNH3:1|Origin:1
